"283","力星股份","300421","4","江苏","17/2/2015","3/12/2019","0"
"284","环能科技","300425","4",,"3/12/2019","3/12/2019","0"
"285","红相电力","300427","4",,"3/12/2019","3/12/2019","0"
"286","金石东方","300434","4",,"3/12/2019","3/12/2019","0"
"287","中泰股份","300435","4","浙江","26/3/2015","3/12/2019","0"
"288","鲍斯股份","300441","4","浙江","23/4/2015","3/12/2019","0"
"289","普丽盛","300442","4","上海","24/4/2015","3/12/2019","0"
"290","金雷风电","300443","4",,"3/12/2019","3/12/2019","0"
"291","华润双鹤","600062","5","北京","22/5/1997","3/12/2019","0"
"292","人福医药","600079","5","湖北","6/6/1997","3/12/2019","0"
"293","金花股份","600080","5","陕西","12/6/1997","3/12/2019","0"
"294","同仁堂","600085","5","北京","25/6/1997","3/12/2019","0"
"295","太极集团","600129","5","重庆","18/11/1997","3/12/2019","0"
"296","天坛生物","600161","5","北京","16/6/1998","3/12/2019","0"
"297","复星医药","600196","5","上海","7/8/1998","3/12/2019","0"
"298","江苏吴中","600200","5","江苏","1/4/1999","3/12/2019","0"
"299","生物股份","600201","5","内蒙","15/1/1999","3/12/2019","0"
"300","西藏药业","600211","5","西藏","21/7/1999","3/12/2019","0"
"301","浙江医药","600216","5","浙江","21/10/1999","3/12/2019","0"
"302","太龙药业","600222","5","河南","5/11/1999","3/12/2019","0"
"303","中恒集团","600252","5","广西","30/11/2000","3/12/2019","0"
"304","天方药业","600253","5",,"27/12/2000","15/7/2013","1"
"305","海正药业","600267","5","浙江","25/7/2000","3/12/2019","0"
"306","恒瑞医药","600276","5","江苏","18/10/2000","3/12/2019","0"
"307","羚锐制药","600285","5","河南","18/10/2000","3/12/2019","0"
"308","中新药业","600329","5","天津","6/6/2001","3/12/2019","0"
"309","白云山","600332","5","广东","6/2/2001","3/12/2019","0"
"310","亚宝药业","600351","5","山西","26/9/2002","3/12/2019","0"
"311","健康元","600380","5","深圳","8/6/2001","3/12/2019","0"
"312","现代制药","600420","5","上海","16/6/2004","3/12/2019","0"
"313","昆药集团","600422","5","云南","6/12/2000","3/12/2019","0"
"314","片仔癀","600436","5","福建","16/6/2003","3/12/2019","0"
"315","蓝光发展","600466","5","四川","12/2/2001","3/12/2019","0"
"316","千金药业","600479","5","湖南","12/3/2004","3/12/2019","0"
"317","天药股份","600488","5","天津","18/6/2001","3/12/2019","0"
"318","联环药业","600513","5","江苏","19/3/2003","3/12/2019","0"
"319","康美药业","600518","5",,"3/12/2019","3/12/2019","0"
"320","华海药业","600521","5","浙江","4/3/2003","3/12/2019","0"
"321","交大昂立","600530","5","上海","2/7/2001","3/12/2019","0"
"322","天士力","600535","5","天津","23/8/2002","3/12/2019","0"
"323","康缘药业","600557","5","江苏","18/9/2002","3/12/2019","0"
"324","济川药业","600566","5","湖北","22/8/2001","3/12/2019","0"
"325","康恩贝","600572","5","浙江","12/4/2004","3/12/2019","0"
"326","益佰制药","600594","5","贵州","23/3/2004","3/12/2019","0"
"327","神奇制药","600613","5","上海","20/8/1992","3/12/2019","0"
"328","中源协和","600645","5","天津","4/5/1993","3/12/2019","0"
"329","哈药股份","600664","5","黑龙江","29/6/1993","3/12/2019","0"
"330","奥瑞德","600666","5",,"3/12/2019","3/12/2019","0"
"331","天目药业","600671","5","浙江","23/8/1993","3/12/2019","0"
"332","江中药业","600750","5","江西","23/9/1996","3/12/2019","0"
"333","广誉远","600771","5","青海","5/11/1996","3/12/2019","0"
"334","辅仁药业","600781","5",,"3/12/2019","3/12/2019","0"
"335","鲁抗医药","600789","5","山东","26/2/1997","3/12/2019","0"
"336","华北制药","600812","5","河北","14/1/1994","3/12/2019","0"
"337","人民同泰","600829","5","黑龙江","24/2/1994","3/12/2019","0"
"338","通化东宝","600867","5","吉林","24/8/1994","3/12/2019","0"
"339","健民集团","600976","5","湖北","19/4/2004","3/12/2019","0"
"340","马应龙","600993","5","湖北","17/5/2004","3/12/2019","0"
"341","莎普爱思","603168","5","浙江","2/7/2014","3/12/2019","0"
"342","济民制药","603222","5","浙江","17/2/2015","3/12/2019","0"
"343","九洲药业","603456","5","浙江","10/10/2014","3/12/2019","0"
"344","珍宝岛","603567","5","黑龙江","24/4/2015","3/12/2019","0"
"345","方盛制药","603998","5","湖南","5/12/2014","3/12/2019","0"
"346","国农科技","000004","5","深圳","14/1/1991","3/12/2019","0"
"347","海王生物","000078","5","深圳","18/12/1998","3/12/2019","0"
"348","丰原药业","000153","5","安徽","20/9/2000","3/12/2019","0"
"349","ST生化","000403","5",,"3/12/2019","3/12/2019","0"
"350","东阿阿胶","000423","5","山东","29/7/1996","3/12/2019","0"
"351","丽珠集团","000513","5","广东","28/10/1993","3/12/2019","0"
"352","四环生物","000518","5","江苏","8/9/1993","3/12/2019","0"
"353","白云山A","000522","5",,"8/11/1993","26/4/2013","1"
"354","云南白药","000538","5","云南","15/12/1993","3/12/2019","0"
"355","海南海药","000566","5","海南","25/5/1994","3/12/2019","0"
"356","启迪古汉","000590","5","湖南","19/1/1996","3/12/2019","0"
"357","东北制药","000597","5","辽宁","23/5/1996","3/12/2019","0"
"358","神州易桥","000606","5",,"3/12/2019","3/12/2019","0"
"359","吉林敖东","000623","5","吉林","28/10/1996","3/12/2019","0"
"360","仁和药业","000650","5","江西","10/12/1996","3/12/2019","0"
"361","长春高新","000661","5","吉林","18/12/1996","3/12/2019","0"
"362","普洛药业","000739","5","浙江","9/5/1997","3/12/2019","0"
"363","新华制药","000756","5","山东","6/8/1997","3/12/2019","0"
"364","通化金马","000766","5","吉林","30/4/1997","3/12/2019","0"
"365","北大医药","000788","5","重庆","16/6/1997","3/12/2019","0"
"366","泰合健康","000790","5","四川","27/3/1998","3/12/2019","0"
"367","景峰医药","000908","5","湖南","3/2/1999","3/12/2019","0"
"368","山大华特","000915","5","山东","9/6/1999","3/12/2019","0"
"369","金陵药业","000919","5","江苏","18/11/1999","3/12/2019","0"
"370","广济药业","000952","5","湖北","12/11/1999","3/12/2019","0"
"371","华东医药","000963","5","浙江","27/1/2000","3/12/2019","0"
"372","九 芝 堂","000989","5","湖南","3/12/2019","3/12/2019","0"
"373","华润三九","000999","5","深圳","9/3/2000","3/12/2019","0"
"374","新 和 成","002001","5","浙江","3/12/2019","3/12/2019","0"
"375","华兰生物","002007","5","河南","25/6/2004","3/12/2019","0"
"376","亿帆医药","002019","5","浙江","13/7/2004","3/12/2019","0"
"377","京新药业","002020","5","浙江","15/7/2004","3/12/2019","0"
"378","科华生物","002022","5","上海","21/7/2004","3/12/2019","0"
"379","达安基因","002030","5","广东","9/8/2004","3/12/2019","0"
"380","双鹭药业","002038","5","北京","9/9/2004","3/12/2019","0"
"381","海翔药业","002099","5","浙江","26/12/2006","3/12/2019","0"
"382","沃华医药","002107","5","山东","24/1/2007","3/12/2019","0"
"383","紫鑫药业","002118","5","吉林","2/3/2007","3/12/2019","0"
"384","莱茵生物","002166","5","广西","13/9/2007","3/12/2019","0"
"385","嘉应制药","002198","5","广东","18/12/2007","3/12/2019","0"
"386","恒康医疗","002219","5","甘肃","6/3/2008","3/12/2019","0"
"387","上海莱士","002252","5","上海","23/6/2008","3/12/2019","0"
"388","恩华药业","002262","5","江苏","23/7/2008","3/12/2019","0"
"389","桂林三金","002275","5","广西","10/7/2009","3/12/2019","0"
"390","奇正藏药","002287","5","西藏","28/8/2009","3/12/2019","0"
"391","信立泰","002294","5","深圳","10/9/2009","3/12/2019","0"
"392","众生药业","002317","5","广东","11/12/2009","3/12/2019","0"
"393","仙琚制药","002332","5","浙江","12/1/2010","3/12/2019","0"
"394","精华制药","002349","5","江苏","3/2/2010","3/12/2019","0"
"395","永安药业","002365","5","湖北","5/3/2010","3/12/2019","0"
"396","亚太药业","002370","5","浙江","16/3/2010","3/12/2019","0"
"397","信邦制药","002390","5","贵州","16/4/2010","3/12/2019","0"
"398","力生制药","002393","5","天津","23/4/2010","3/12/2019","0"
"399","海普瑞","002399","5","深圳","6/5/2010","3/12/2019","0"
"400","汉森制药","002412","5","湖南","25/5/2010","3/12/2019","0"
"401","科伦药业","002422","5","四川","3/6/2010","3/12/2019","0"
"402","贵州百灵","002424","5","贵州","3/6/2010","3/12/2019","0"
"403","太安堂","002433","5","广东","18/6/2010","3/12/2019","0"
"404","誉衡药业","002437","5","黑龙江","23/6/2010","3/12/2019","0"
"405","千红制药","002550","5","江苏","18/2/2011","3/12/2019","0"
"406","益盛药业","002566","5","吉林","18/3/2011","3/12/2019","0"
"407","以岭药业","002603","5","河北","28/7/2011","3/12/2019","0"
